"","hgnc","ensembl_gene_id","entrez","chromosome","start_position","end_position","strand"
"17928","MCCD1","ENSG00000204511",401250,"6",31528962,31530232,"+"
"17929","SNORD84","ENSG00000265236",692199,"6",31541101,31541178,"-"
"17930","DDX39B-AS1","ENSG00000236019",106478957,"6",31542304,31543138,"+"
"17931","ATP6V1G2","ENSG00000213760",534,"6",31544444,31548427,"-"
"17932","LTA","ENSG00000226979",4049,"6",31572054,31574324,"+"
"17933","105375018",NA,105375018,NA,NA,NA,NA
"17934","MIR4646","ENSG00000266776",100616230,"6",31701029,31701091,"-"
"17935","79136",NA,79136,NA,NA,NA,NA
"17936","LY6G6C","ENSG00000204421",80740,"6",31718648,31721746,"-"
"17937","MPIG6B","ENSG00000204420",80739,"6",31718594,31726714,"+"
"17938","105375020",NA,105375020,NA,NA,NA,NA
"17939","SAPCD1","ENSG00000227861",401251,"6",31762656,31764850,"+"
"17940","104413891",NA,104413891,NA,NA,NA,NA
"17941","SNORD48","ENSG00000201823",26801,"6",31835263,31835326,"+"
"17942","1590",NA,1590,NA,NA,NA,NA
"17943","PRRT1","ENSG00000238056",80863,"6",32148359,32153083,"-"
"17944","PRRT1.1","ENSG00000238056",100507547,"6",32152802,32154365,"-"
"17945","MIR6833","ENSG00000277264",102465500,"6",32179816,32179876,"+"
"17946","HLA-DOB","ENSG00000243612",3112,"6",32812763,32820466,"-"
"17947","HLA-DPB2","ENSG00000226071",3116,"6",33112516,33129084,"+"
"17948","105375021","ENSG00000301948",105375021,"6",33130740,33143600,"-"
"17949","414768",NA,414768,NA,NA,NA,NA
"17950","MIR219A1","ENSG00000199036",407002,"6",33207835,33207944,"+"
"17951","105375022","ENSG00000272217",105375022,"6",33246075,33249929,"-"
"17952","MIR6834","ENSG00000284064",102465501,"6",33290245,33290325,"+"
"17953","DAXX.1","ENSG00000229396",113523636,"6",33323628,33329279,"-"
"17954","MIR5004","ENSG00000284256",100847012,"6",33438331,33438437,"+"
"17955","107986537",NA,107986537,NA,NA,NA,NA
"17956","449520",NA,449520,NA,NA,NA,NA
"17957","MIR3934","ENSG00000266509",100500873,"6",33698128,33698234,"+"
"17958","IP6K3","ENSG00000161896",117283,"6",33721662,33746905,"-"
"17959","MIR6835","ENSG00000276404",102465502,"6",34240673,34240736,"+"
"17960","105375028",NA,105375028,NA,NA,NA,NA
"17961","112267955",NA,112267955,NA,NA,NA,NA
"17962","SCUBE3","ENSG00000146197",222663,"6",35213956,35253079,"+"
"17963","101929285",NA,101929285,NA,NA,NA,NA
"17964","MIR7111","ENSG00000276712",102465668,"6",35470508,35470579,"+"
"17965","TEAD3","ENSG00000007866",7005,"6",35473597,35497079,"-"
"17966","TULP1","ENSG00000112041",7287,"6",35497874,35512896,"-"
"17967","101929309",NA,101929309,NA,NA,NA,NA
"17968","ARMC12","ENSG00000157343",221481,"6",35737032,35749079,"+"
"17969","105375035",NA,105375035,NA,NA,NA,NA
"17970","105375034",NA,105375034,NA,NA,NA,NA
"17971","102723648",NA,102723648,NA,NA,NA,NA
"17972","PNPLA1","ENSG00000180316",285848,"6",36243203,36313955,"+"
"17973","105375037",NA,105375037,NA,NA,NA,NA
"17974","PXT1","ENSG00000179165",222659,"6",36390551,36442854,"-"
"17975","DINOL","ENSG00000285244",108783646,"6",36677609,36678559,"-"
"17976","RAB44","ENSG00000255587",401258,"6",36697826,36733184,"+"
"17977","CPNE5","ENSG00000124772",57699,"6",36740775,36839444,"-"
"17978","ZFAND3-DT","ENSG00000225945",107986593,"6",37801348,37819371,"-"
"17979","105375044",NA,105375044,NA,NA,NA,NA
"17980","KIF6","ENSG00000164627",221458,"6",39329990,39725408,"-"
"17981","DAAM2","ENSG00000146122",23500,"6",39792298,39904877,"+"
"17982","UNC5CL","ENSG00000124602",222643,"6",41026895,41039221,"-"
"17983","APOBEC2","ENSG00000124701",10930,"6",41053202,41064891,"+"
"17984","105375055",NA,105375055,NA,NA,NA,NA
"17985","MDFI","ENSG00000112559",4188,"6",41636882,41654244,"+"
"17986","113218489",NA,113218489,NA,NA,NA,NA
"17987","105375059",NA,105375059,NA,NA,NA,NA
"17988","C6orf132","ENSG00000188112",647024,"6",42092233,42142620,"-"
"17989","GUCA1A","ENSG00000048545",2978,"6",42173364,42181338,"+"
"17990","GUCA1B","ENSG00000112599",2979,"6",42183284,42194956,"-"
"17991","105375061",NA,105375061,NA,NA,NA,NA
"17992","107986596",NA,107986596,NA,NA,NA,NA
"17993","401261",NA,401261,NA,NA,NA,NA
"17994","105375063",NA,105375063,NA,NA,NA,NA
"17995","GNMT.1","ENSG00000124713",27232,"6",42960754,42963880,"+"
"17996","CRIP3","ENSG00000146215",401262,"6",43299710,43308826,"-"
"17997","105375065",NA,105375065,NA,NA,NA,NA
"17998","107986597",NA,107986597,NA,NA,NA,NA
"17999","LRRC73","ENSG00000204052",221424,"6",43506968,43510346,"-"
"18000","105375070","ENSG00000283573",105375070,"6",43797144,43904542,"+"
"18001","221416",NA,221416,NA,NA,NA,NA
"18002","MYMX","ENSG00000262179",101929726,"6",44216926,44218236,"+"
"18003","TMEM151B","ENSG00000178233",441151,"6",44270450,44307506,"+"
"18004","TCTE1","ENSG00000146221",202500,"6",44278734,44297698,"-"
"18005","SPATS1","ENSG00000249481",221409,"6",44342650,44380179,"+"
"18006","101929770",NA,101929770,NA,NA,NA,NA
"18007","RUNX2","ENSG00000124813",860,"6",45328157,45664349,"+"
"18008","105375077",NA,105375077,NA,NA,NA,NA
"18009","105375078",NA,105375078,NA,NA,NA,NA
"18010","RCAN2","ENSG00000172348",10231,"6",46220736,46491972,"-"
"18011","CYP39A1","ENSG00000146233",51302,"6",46549580,46652830,"-"
"18012","SLC25A27","ENSG00000153291",9481,"6",46652915,46678190,"+"
"18013","101926934",NA,101926934,NA,NA,NA,NA
"18014","105375081",NA,105375081,NA,NA,NA,NA
"18015","ADGRF4","ENSG00000153294",221393,"6",47685864,47722021,"+"
"18016","PTCHD4","ENSG00000244694",442213,"6",47856673,48111197,"-"
"18017","GCLC-AS1","ENSG00000249379",105375095,"6",53418454,53522561,"+"
"18018","KILH","ENSG00000231683",101927136,"6",53561289,53617171,"-"
"18019","101927171",NA,101927171,NA,NA,NA,NA
"18020","KLHL31","ENSG00000124743",401265,"6",53647916,53665756,"-"
"18021","LRRC1","ENSG00000137269",55227,"6",53794497,53924125,"+"
"18022","MLIP","ENSG00000146147",90523,"6",53929982,54266280,"+"
"18023","107986606",NA,107986606,NA,NA,NA,NA
"18024","HCRTR2","ENSG00000137252",3062,"6",55106460,55282617,"+"
"18025","COL21A1","ENSG00000124749",81578,"6",56056590,56394094,"-"
"18026","101930010",NA,101930010,NA,NA,NA,NA
"18027","BEND6","ENSG00000151917",221336,"6",56955107,57027346,"+"
"18028","101927268",NA,101927268,NA,NA,NA,NA
"18029","375513",NA,375513,NA,NA,NA,NA
"18030","106660613",NA,106660613,NA,NA,NA,NA
"18031","100463487",NA,100463487,NA,NA,NA,NA
"18032","LGSN","ENSG00000146166",51557,"6",63275951,63319983,"-"
"18033","EYS","ENSG00000188107",346007,"6",63719980,65707226,"-"
"18034","SCAT8","ENSG00000236345",112935969,"6",63805797,63822975,"+"
"18035","105377845",NA,105377845,NA,NA,NA,NA
"18036","COL9A1","ENSG00000112280",1297,"6",70216040,70303084,"-"
"18037","105377848","ENSG00000287300",105377848,"6",70345919,70351802,"-"
"18038","105377847",NA,105377847,NA,NA,NA,NA
"18039","101928353",NA,101928353,NA,NA,NA,NA
"18040","FAM135A-AS1","ENSG00000224349",105377849,"6",70412698,70414411,"-"
"18041","LINC00472","ENSG00000233237",79940,"6",71187161,71420745,"-"
"18042","KCNQ5","ENSG00000185760",56479,"6",72621792,73198853,"+"
"18043","KHDC1","ENSG00000135314",80759,"6",73241314,73310365,"-"
"18044","112267961",NA,112267961,NA,NA,NA,NA
"18045","DDX43","ENSG00000080007",55510,"6",73394828,73417566,"+"
"18046","CD109-AS1","ENSG00000231652",101928489,"6",73669691,73696297,"-"
"18047","COL12A1","ENSG00000111799",1303,"6",75084326,75206267,"-"
"18048","100506804",NA,100506804,NA,NA,NA,NA
"18049","FILIP1","ENSG00000118407",27145,"6",75291859,75493800,"-"
"18050","105377862","ENSG00000271945",105377862,"6",76774893,77097788,"+"
"18051","101928570",NA,101928570,NA,NA,NA,NA
"18052","LCA5","ENSG00000135338",167691,"6",79484991,79537458,"-"
"18053","112267857",NA,112267857,NA,NA,NA,NA
"18054","SH3BGRL2","ENSG00000198478",83699,"6",79537185,79703655,"+"
"18055","ELOVL4","ENSG00000118402",6785,"6",79914814,79947553,"-"
"18056","105377871",NA,105377871,NA,NA,NA,NA
"18057","105377872",NA,105377872,NA,NA,NA,NA
"18058","LINC01526","ENSG00000224995",101928770,"6",81764154,81820202,"-"
"18059","107986617",NA,107986617,NA,NA,NA,NA
"18060","MRAP2","ENSG00000135324",112609,"6",84033772,84090881,"+"
"18061","26799",NA,26799,NA,NA,NA,NA
"18062","692088",NA,692088,NA,NA,NA,NA
"18063","107986622",NA,107986622,NA,NA,NA,NA
"18064","101928842",NA,101928842,NA,NA,NA,NA
"18065","107986532",NA,107986532,NA,NA,NA,NA
"18066","GJB7","ENSG00000164411",375519,"6",87282980,87329278,"-"
"18067","C6orf163","ENSG00000203872",206412,"6",87344813,87365463,"+"
"18068","SMIM8.1","ENSG00000111850",63914,"6",87322583,87399749,"+"
"18069","CFAP206","ENSG00000272514",154313,"6",87407972,87464465,"+"
"18070","101928911",NA,101928911,NA,NA,NA,NA
"18071","105377882",NA,105377882,NA,NA,NA,NA
"18072","CNR1","ENSG00000118432",1268,"6",88139864,88166347,"-"
"18073","105377885",NA,105377885,NA,NA,NA,NA
"18074","SRSF12","ENSG00000154548",135295,"6",89093949,89118071,"-"
"18075","101929004",NA,101929004,NA,NA,NA,NA
"18076","GABRR1","ENSG00000146276",2569,"6",89177504,89231278,"-"
"18077","GABRR2","ENSG00000111886",2570,"6",89254464,89315299,"-"
"18078","MANEA-DT","ENSG00000261366",101927288,"6",95527696,95577693,"-"
"18079","100861530",NA,100861530,NA,NA,NA,NA
"18080","POU3F2","ENSG00000184486",5454,"6",98834574,98839458,"+"
"18081","FAXC","ENSG00000146267",84553,"6",99271168,99350062,"-"
"18082","PRDM13","ENSG00000112238",59336,"6",99606774,99615578,"+"
"18083","105377911",NA,105377911,NA,NA,NA,NA
"18084","107984041",NA,107984041,NA,NA,NA,NA
"18085","GRIK2","ENSG00000164418",2898,"6",100962701,102081622,"+"
"18086","102724443","ENSG00000304752",102724443,"6",104336455,104404546,"-"
"18087","LIN28B-AS1","ENSG00000203809",100113403,"6",104864464,104941450,"-"
"18088","BVES-AS1","ENSG00000203808",154442,"6",105136217,105200152,"+"
"18089","105377921",NA,105377921,NA,NA,NA,NA
"18090","101927405",NA,101927405,NA,NA,NA,NA
"18091","SCML4","ENSG00000146285",256380,"6",107702154,107824317,"-"
"18092","105377929",NA,105377929,NA,NA,NA,NA
"18093","101929716",NA,101929716,NA,NA,NA,NA
"18094","101927538",NA,101927538,NA,NA,NA,NA
"18095","107986630",NA,107986630,NA,NA,NA,NA
"18096","107986631",NA,107986631,NA,NA,NA,NA
"18097","105377937",NA,105377937,NA,NA,NA,NA
"18098","105377936","ENSG00000307105",105377936,"6",110415613,110423857,"+"
"18099","SLC22A16","ENSG00000004809",85413,"6",110424687,110476641,"-"
"18100","105377938",NA,105377938,NA,NA,NA,NA
"18101","442245",NA,442245,NA,NA,NA,NA
"18102","107986521",NA,107986521,NA,NA,NA,NA
"18103","105377944",NA,105377944,NA,NA,NA,NA
"18104","CCN6","ENSG00000112761",8838,"6",112054075,112069686,"+"
"18105","LAMA4","ENSG00000112769",3910,"6",112107931,112254939,"-"
"18106","105377950",NA,105377950,NA,NA,NA,NA
"18107","107986635",NA,107986635,NA,NA,NA,NA
"18108","LINC02541","ENSG00000230943",101927686,"6",113616897,113654710,"-"
"18109","MROCKI","ENSG00000227502",285758,"6",113868013,113873464,"-"
"18110","107986639","ENSG00000287097",107986639,"6",114682744,115002283,"+"
"18111","728402",NA,728402,NA,NA,NA,NA
"18112","COL10A1","ENSG00000123500",1300,"6",116118909,116158747,"-"
"18113","112267965",NA,112267965,NA,NA,NA,NA
"18114","RSPH4A","ENSG00000111834",345895,"6",116616479,116632985,"+"
"18115","VGLL2","ENSG00000170162",245806,"6",117265558,117273565,"+"
"18116","SLC35F1","ENSG00000196376",222553,"6",117907264,118317676,"+"
"18117","105377971",NA,105377971,NA,NA,NA,NA
"18118","23629",NA,23629,NA,NA,NA,NA
"18119","PLN","ENSG00000198523",5350,"6",118548296,118561716,"+"
"18120","107986525",NA,107986525,NA,NA,NA,NA
"18121","105377975",NA,105377975,NA,NA,NA,NA
"18122","105377972",NA,105377972,NA,NA,NA,NA
"18123","105377979",NA,105377979,NA,NA,NA,NA
"18124","100126584","ENSG00000310237",100126584,"6",125182932,125197834,"-"
"18125","101928096",NA,101928096,NA,NA,NA,NA
"18126","RSPO3","ENSG00000146374",84870,"6",127118671,127199481,"+"
"18127","105377994",NA,105377994,NA,NA,NA,NA
"18128","107986641",NA,107986641,NA,NA,NA,NA
"18129","C6orf58","ENSG00000184530",352999,"6",127519455,127591820,"+"
"18130","101928140",NA,101928140,NA,NA,NA,NA
"18131","102723445",NA,102723445,NA,NA,NA,NA
"18132","ARG1","ENSG00000118520",383,"6",131470832,131584332,"+"
"18133","ENPP3","ENSG00000154269",5169,"6",131628442,131747418,"+"
"18134","OR2A4","ENSG00000180658",79541,"6",131699644,131701401,"-"
"18135","CTAGE9","ENSG00000236761",643854,"6",131708441,131711017,"-"
"18136","ENPP1","ENSG00000197594",5167,"6",131808016,131895155,"+"
"18137","CCN2","ENSG00000118523",1490,"6",131948176,131951372,"-"
"18138","LINC01013","ENSG00000228495",100507254,"6",131901797,132169995,"+"
"18139","TAAR1","ENSG00000146399",134864,"6",132643312,132659182,"-"
"18140","VNN3P","ENSG00000293493",55350,"6",132722784,132736935,"-"
"18141","107986644",NA,107986644,NA,NA,NA,NA
"18142","SNORD101","ENSG00000206754",594837,"6",132815307,132815379,"+"
"18143","SNORD100","ENSG00000221500",594838,"6",132816802,132816877,"+"
"18144","SNORA33","ENSG00000200534",594839,"6",132817219,132817348,"+"
"18145","EYA4","ENSG00000112319",2070,"6",133240514,133532128,"+"
"18146","TCF21","ENSG00000118526",6943,"6",133889113,133895553,"+"
"18147","SLC2A12","ENSG00000146411",154091,"6",133987581,134052624,"-"
"18148","107986646",NA,107986646,NA,NA,NA,NA
"18149","105378009",NA,105378009,NA,NA,NA,NA
"18150","101928231",NA,101928231,NA,NA,NA,NA
"18151","MYB","ENSG00000118513",4602,"6",135181308,135219173,"+"
"18152","AHI1-DT","ENSG00000231028",100131814,"6",135497422,135894890,"+"
"18153","PDE7B","ENSG00000171408",27115,"6",135851701,136195574,"+"
"18154","MAP3K5-AS1","ENSG00000234263",101928461,"6",136629066,136648198,"+"
"18155","SLC35D3","ENSG00000182747",340146,"6",136922301,136925660,"+"
"18156","IL20RA","ENSG00000016402",53832,"6",136999971,137045180,"-"
"18157","IL22RA2","ENSG00000164485",116379,"6",137143820,137173648,"-"
"18158","102723633",NA,102723633,NA,NA,NA,NA
"18159","100130476",NA,100130476,NA,NA,NA,NA
"18160","CCDC28A-AS1","ENSG00000279968",100507462,"6",138725211,138773709,"-"
"18161","ECT2L","ENSG00000203734",345930,"6",138795911,138904070,"+"
"18162","102723690","ENSG00000226571",102723690,"6",139239160,139667290,"+"
"18163","107986651",NA,107986651,NA,NA,NA,NA
"18164","LINC01625","ENSG00000238099",645434,"6",139435636,139482377,"-"
"18165","105378024",NA,105378024,NA,NA,NA,NA
"18166","FILNC1","ENSG00000231426",100132735,"6",139677639,139860476,"+"
"18167","LINC02941","ENSG00000236013",100507477,"6",139976352,140146226,"+"
"18168","103352541",NA,103352541,NA,NA,NA,NA
"18169","105378027",NA,105378027,NA,NA,NA,NA
"18170","105378026",NA,105378026,NA,NA,NA,NA
"18171","107986653",NA,107986653,NA,NA,NA,NA
"18172","105378030",NA,105378030,NA,NA,NA,NA
"18173","105378031",NA,105378031,NA,NA,NA,NA
"18174","NMBR","ENSG00000135577",4829,"6",142058330,142147122,"-"
"18175","107986655",NA,107986655,NA,NA,NA,NA
"18176","100507489",NA,100507489,NA,NA,NA,NA
"18177","105378035",NA,105378035,NA,NA,NA,NA
"18178","ZC2HC1B","ENSG00000118491",153918,"6",143864436,143938343,"+"
"18179","100189313",NA,100189313,NA,NA,NA,NA
"18180","105378039",NA,105378039,NA,NA,NA,NA
"18181","GRM1","ENSG00000152822",2911,"6",146027646,146437601,"+"
"18182","ADGB","ENSG00000118492",79747,"6",146598967,146815462,"+"
"18183","105378041",NA,105378041,NA,NA,NA,NA
"18184","105378040",NA,105378040,NA,NA,NA,NA
"18185","SAMD5","ENSG00000203727",389432,"6",147508690,147737547,"+"
"18186","105378046",NA,105378046,NA,NA,NA,NA
"18187","TAB2-AS1","ENSG00000225924",105378049,"6",149243282,149257557,"-"
"18188","107986660",NA,107986660,NA,NA,NA,NA
"18189","RAET1G","ENSG00000203722",353091,"6",149916878,149923121,"-"
"18190","RAET1L","ENSG00000155918",154064,"6",150018334,150025532,"-"
"18191","ULBP3","ENSG00000131019",79465,"6",150061053,150069121,"-"
"18192","PLEKHG1","ENSG00000120278",57480,"6",150599883,150843665,"+"
"18193","107986529",NA,107986529,NA,NA,NA,NA
"18194","100505475",NA,100505475,NA,NA,NA,NA
"18195","RGS17","ENSG00000091844",26575,"6",153004459,153131282,"-"
"18196","OPRM1","ENSG00000112038",4988,"6",154010496,154246867,"+"
"18197","101928868","ENSG00000287260",101928868,"6",154510752,154522383,"+"
"18198","CLDN20","ENSG00000171217",49861,"6",155264013,155276548,"+"
"18199","115308161","ENSG00000271551",115308161,"6",156776360,156778422,"-"
"18200","105378075",NA,105378075,NA,NA,NA,NA
"18201","112267967",NA,112267967,NA,NA,NA,NA
"18202","105378077",NA,105378077,NA,NA,NA,NA
"18203","MIR7161","ENSG00000278571",102465694,"6",158609707,158609790,"+"
"18204","LINC02901","ENSG00000203711",100130967,"6",158869067,158948522,"+"
"18205","107986664",NA,107986664,NA,NA,NA,NA
"18206","101929122",NA,101929122,NA,NA,NA,NA
"18207","SNORA20","ENSG00000207392",677806,"6",159780250,159780381,"-"
"18208","SNORA29","ENSG00000206910",677812,"6",159785594,159785733,"-"
"18209","PNLDC1","ENSG00000146453",154197,"6",159800249,159820704,"+"
"18210","MAS1","ENSG00000130368",4142,"6",159890988,159917447,"+"
"18211","SLC22A2","ENSG00000112499",6582,"6",160171061,160277638,"-"
"18212","SLC22A3","ENSG00000146477",6581,"6",160348378,160452577,"+"
"18213","LPAL2","ENSG00000290613",80350,"6",160466555,160520306,"-"
"18214","PRKN","ENSG00000185345",5071,"6",161347417,162727775,"-"
"18215","105369171",NA,105369171,NA,NA,NA,NA
"18216","PACRG","ENSG00000112530",135138,"6",162727132,163315500,"+"
"18217","401282",NA,401282,NA,NA,NA,NA
"18218","105378099",NA,105378099,NA,NA,NA,NA
"18219","105378100",NA,105378100,NA,NA,NA,NA
"18220","100526820",NA,100526820,NA,NA,NA,NA
"18221","107986666",NA,107986666,NA,NA,NA,NA
"18222","105378104",NA,105378104,NA,NA,NA,NA
"18223","PDE10A","ENSG00000112541",10846,"6",165327287,165988117,"-"
"18224","101929297","ENSG00000280765",101929297,"6",166236969,166262362,"+"
"18225","107986668","ENSG00000309148",107986668,"6",166254686,166259031,"-"
"18226","PRR18","ENSG00000176381",285800,"6",166305300,166308448,"-"
"18227","107986669","ENSG00000287189",107986669,"6",166309492,166317547,"+"
"18228","RPS6KA2-IT1","ENSG00000232082",100874353,"6",166460663,166465383,"-"
"18229","107986671",NA,107986671,NA,NA,NA,NA
"18230","105378120",NA,105378120,NA,NA,NA,NA
"18231","112267970",NA,112267970,NA,NA,NA,NA
"18232","GPR31","ENSG00000120436",2853,"6",167155247,167157980,"-"
"18233","105378130",NA,105378130,NA,NA,NA,NA
"18234","441178",NA,441178,NA,NA,NA,NA
"18235","107986547",NA,107986547,NA,NA,NA,NA
"18236","441179","ENSG00000269155",441179,"6",167795530,167798248,"+"
"18237","653483",NA,653483,NA,NA,NA,NA
"18238","107986673",NA,107986673,NA,NA,NA,NA
"18239","KIF25-AS1","ENSG00000229921",100505879,"6",167970316,167997110,"-"
"18240","KIF25","ENSG00000125337",3834,"6",167996241,168045091,"+"
"18241","SMOC2","ENSG00000112562",64094,"6",168441151,168673445,"+"
"18242","101929484",NA,101929484,NA,NA,NA,NA
"18243","101929523",NA,101929523,NA,NA,NA,NA
"18244","THBS2","ENSG00000186340",7058,"6",169215780,169254050,"-"
"18245","DYNLT2","ENSG00000184786",6991,"6",169740109,169751587,"-"
"18246","LINC00242","ENSG00000229214",401288,"6",169788790,169799549,"-"
"18247","LINC00574","ENSG00000281305",80069,"6",169790036,169890808,"+"
"18248","102724475",NA,102724475,NA,NA,NA,NA
"18249","112267971",NA,112267971,NA,NA,NA,NA
"18250","107986677",NA,107986677,NA,NA,NA,NA
"18251","101929692",NA,101929692,NA,NA,NA,NA
"18252","102723872",NA,102723872,NA,NA,NA,NA
"18253","107986751",NA,107986751,NA,NA,NA,NA
"18254","105375113",NA,105375113,NA,NA,NA,NA
"18255","105375116",NA,105375116,NA,NA,NA,NA
"18256","PDGFA-DT","ENSG00000223855",441307,"7",519288,533282,"+"
"18257","105375119",NA,105375119,NA,NA,NA,NA
"18258","CYP2W1","ENSG00000073067",54905,"7",983181,989640,"+"
"18259","MIR339","ENSG00000199023",442907,"7",1022933,1023026,"-"
"18260","105375120",NA,105375120,NA,NA,NA,NA
"18261","107986756",NA,107986756,NA,NA,NA,NA
"18262","105375124",NA,105375124,NA,NA,NA,NA
"18263","100127955",NA,100127955,NA,NA,NA,NA
"18264","109623488",NA,109623488,NA,NA,NA,NA
"18265","105375127",NA,105375127,NA,NA,NA,NA
"18266","105375126",NA,105375126,NA,NA,NA,NA
"18267","MIR6836","ENSG00000284047",102465503,"7",2257515,2257577,"-"
"18268","107986760","ENSG00000289352",107986760,"7",2608881,2624706,"-"
"18269","107986761",NA,107986761,NA,NA,NA,NA
"18270","MIR4656","ENSG00000264474",100616465,"7",4788565,4788639,"-"
"18271","RBAK-RBAKDN","ENSG00000272968",100533952,"7",4983718,5073221,"+"
"18272","389458",NA,389458,NA,NA,NA,NA
"18273","645700",NA,645700,NA,NA,NA,NA
"18274","LINC02983","ENSG00000234432",100129484,"7",5426277,5428927,"-"
"18275","MIR589","ENSG00000207973",693174,"7",5495819,5495917,"-"
"18276","221946",NA,221946,NA,NA,NA,NA
"18277","MIR6874","ENSG00000283419",102466203,"7",5711840,5711910,"-"
"18278","OCM","ENSG00000122543",654231,"7",5879827,5886363,"+"
"18279","RSPH10B","ENSG00000155026",222967,"7",5925550,5970689,"-"
"18280","ANKRD61","ENSG00000157999",100310846,"7",6031376,6036552,"+"
"18281","GRID2IP","ENSG00000215045",392862,"7",6496778,6551461,"-"
"18282","101927325",NA,101927325,NA,NA,NA,NA
"18283","ZNF853","ENSG00000236609",54753,"7",6615610,6624290,"+"
"18284","RSPH10B2","ENSG00000169402",728194,"7",6754103,6799365,"+"
"18285","LINC03016","ENSG00000230825",101927354,"7",7255154,7278077,"+"
"18286","COL28A1","ENSG00000215018",340267,"7",7356203,7535873,"-"
"18287","101927391",NA,101927391,NA,NA,NA,NA
"18288","105379719",NA,105379719,NA,NA,NA,NA
"18289","100505921",NA,100505921,NA,NA,NA,NA
"18290","100505938",NA,100505938,NA,NA,NA,NA
"18291","MGC4859","ENSG00000283117",79150,"7",10409684,10779990,"-"
"18292","107986767",NA,107986767,NA,NA,NA,NA
"18293","THSD7A","ENSG00000005108",221981,"7",11370365,11832198,"-"
"18294","107986769",NA,107986769,NA,NA,NA,NA
"18295","AGMO","ENSG00000187546",392636,"7",15200317,15562015,"-"
"18296","105375167",NA,105375167,NA,NA,NA,NA
"18297","CRPPA-AS1","ENSG00000229688",100506025,"7",16210474,16270604,"+"
"18298","105375168","ENSG00000272537",105375168,"7",16420699,16471375,"+"
"18299","AGR2","ENSG00000106541",10551,"7",16791811,16833433,"-"
"18300","105375171",NA,105375171,NA,NA,NA,NA
"18301","102659288",NA,102659288,NA,NA,NA,NA
"18302","107986698",NA,107986698,NA,NA,NA,NA
"18303","TWIST1","ENSG00000122691",7291,"7",19020991,19117636,"-"
"18304","105375180",NA,105375180,NA,NA,NA,NA
"18305","101927668",NA,101927668,NA,NA,NA,NA
"18306","101927769","ENSG00000226097",101927769,"7",20263077,20314512,"+"
"18307","ITGB8-AS1","ENSG00000271133",101927811,"7",20328284,20332030,"-"
"18308","ABCB5","ENSG00000004846",340273,"7",20615667,20777038,"+"
"18309","222901",NA,222901,NA,NA,NA,NA
"18310","RAPGEF5","ENSG00000136237",9771,"7",22118236,22357154,"-"
"18311","STEAP1B.1","ENSG00000105889",401312,"7",22419444,22727613,"-"
"18312","SNORD93","ENSG00000221740",692210,"7",22856613,22856686,"+"
"18313","107986776",NA,107986776,NA,NA,NA,NA
"18314","100775104",NA,100775104,NA,NA,NA,NA
"18315","101927890",NA,101927890,NA,NA,NA,NA
"18316","SNORD65C","ENSG00000212264",109616981,"7",23396446,23396516,"+"
"18317","1197",NA,1197,NA,NA,NA,NA
"18318","FAM221A","ENSG00000188732",340277,"7",23680130,23703249,"+"
"18319","STK31","ENSG00000196335",56164,"7",23710203,23832513,"+"
"18320","107986777","ENSG00000228944",107986777,"7",24141018,24445270,"-"
"18321","NPY","ENSG00000122585",4852,"7",24284188,24291862,"+"
"18322","107986779",NA,107986779,NA,NA,NA,NA
"18323","105375196",NA,105375196,NA,NA,NA,NA
"18324","LINC03007","ENSG00000223561",646588,"7",25569406,25777199,"-"
"18325","105375202",NA,105375202,NA,NA,NA,NA
"18326","101928077",NA,101928077,NA,NA,NA,NA
"18327","HOXA1","ENSG00000105991",3198,"7",27092993,27096000,"-"
"18328","285943",NA,285943,NA,NA,NA,NA
"18329","HOXA4","ENSG00000197576",3201,"7",27128507,27130780,"-"
"18330","HOXA5","ENSG00000106004",3202,"7",27141052,27143681,"-"
"18331","100534589",NA,100534589,NA,NA,NA,NA
"18332","HOXA9","ENSG00000078399",3205,"7",27162438,27175180,"-"
"18333","HOXA10-AS","ENSG00000253187",100874323,"7",27166151,27172207,"+"
"18334","HOXA11","ENSG00000005073",3207,"7",27181157,27185232,"-"
"18335","HOXA11-AS","ENSG00000240990",221883,"7",27184507,27189298,"+"
"18336","HOXA13","ENSG00000106031",3209,"7",27193503,27200091,"-"
"18337","100316868",NA,100316868,NA,NA,NA,NA
"18338","EVX1","ENSG00000106038",2128,"7",27242700,27250493,"+"
"18339","107986699",NA,107986699,NA,NA,NA,NA
"18340","790953",NA,790953,NA,NA,NA,NA
"18341","107986700",NA,107986700,NA,NA,NA,NA
"18342","105375213",NA,105375213,NA,NA,NA,NA
"18343","DPY19L2P3","ENSG00000291213",442524,"7",29684418,29742629,"+"
"18344","105375215",NA,105375215,NA,NA,NA,NA
"18345","105375216","ENSG00000286847",105375216,"7",30129507,30134714,"-"
"18346","105375217",NA,105375217,NA,NA,NA,NA
"18347","101928268",NA,101928268,NA,NA,NA,NA
"18348","CRHR2","ENSG00000106113",1395,"7",30651942,30700129,"-"
"18349","100526825",NA,100526825,NA,NA,NA,NA
"18350","INMT","ENSG00000241644",11185,"7",30697985,30757602,"+"
"18351","MINDY4","ENSG00000106125",84182,"7",30771417,30892387,"+"
"18352","AQP1","ENSG00000240583",358,"7",30911853,30925517,"+"
"18353","100130673",NA,100130673,NA,NA,NA,NA
"18354","102724668",NA,102724668,NA,NA,NA,NA
